date,expiry,strike,opt_type,oi,chg_oi,volume,close
2026-06-05,2026-06-30,4400.0,CE,0,0,0,1000.1
2026-06-05,2026-06-30,4400.0,PE,0,0,0,22.3
2026-06-05,2026-06-30,4500.0,CE,125,0,0,858.05
2026-06-05,2026-06-30,4500.0,PE,4875,250,11,4.25
2026-06-05,2026-06-30,4600.0,CE,0,0,0,825.8
2026-06-05,2026-06-30,4600.0,PE,125,0,1,1.4
2026-06-05,2026-06-30,4700.0,CE,500,0,0,570.35
2026-06-05,2026-06-30,4700.0,PE,2375,125,2,6.85
2026-06-05,2026-06-30,4750.0,CE,0,0,0,752.6
2026-06-05,2026-06-30,4750.0,PE,0,0,0,36.8
2026-06-05,2026-06-30,4800.0,CE,0,0,0,665.2
2026-06-05,2026-06-30,4800.0,PE,52875,33125,323,12.75
2026-06-05,2026-06-30,4850.0,CE,0,0,0,668.85
2026-06-05,2026-06-30,4850.0,PE,2250,0,0,17.9
2026-06-05,2026-06-30,4900.0,CE,0,0,0,591.35
2026-06-05,2026-06-30,4900.0,PE,19750,1875,40,23.4
2026-06-05,2026-06-30,4950.0,CE,0,0,0,589.4
2026-06-05,2026-06-30,4950.0,PE,2375,0,0,20.0
2026-06-05,2026-06-30,5000.0,CE,625,0,0,412.75
2026-06-05,2026-06-30,5000.0,PE,27875,1750,105,37.6
2026-06-05,2026-06-30,5050.0,CE,0,0,0,515.0
2026-06-05,2026-06-30,5050.0,PE,2250,0,0,45.1
2026-06-05,2026-06-30,5100.0,CE,0,0,0,457.4
2026-06-05,2026-06-30,5100.0,PE,47500,3750,147,58.75
2026-06-05,2026-06-30,5150.0,CE,0,0,0,445.55
2026-06-05,2026-06-30,5150.0,PE,1125,0,0,73.2
2026-06-05,2026-06-30,5200.0,CE,6500,1375,60,175.85
2026-06-05,2026-06-30,5200.0,PE,19500,250,317,94.05
2026-06-05,2026-06-30,5250.0,CE,6375,250,65,150.5
2026-06-05,2026-06-30,5250.0,PE,14125,2625,96,112.85
2026-06-05,2026-06-30,5300.0,CE,34250,3250,724,125.85
2026-06-05,2026-06-30,5300.0,PE,30250,-7250,365,136.05
2026-06-05,2026-06-30,5350.0,CE,24000,-125,61,104.9
2026-06-05,2026-06-30,5350.0,PE,16750,-625,30,168.85
2026-06-05,2026-06-30,5400.0,CE,32000,-375,393,85.75
2026-06-05,2026-06-30,5400.0,PE,25625,-625,47,200.05
2026-06-05,2026-06-30,5450.0,CE,10625,750,33,66.8
2026-06-05,2026-06-30,5450.0,PE,5375,-125,6,228.0
2026-06-05,2026-06-30,5500.0,CE,62750,-1875,676,57.55
2026-06-05,2026-06-30,5500.0,PE,37375,375,17,253.95
2026-06-05,2026-06-30,5550.0,CE,14750,3250,67,47.85
2026-06-05,2026-06-30,5550.0,PE,2375,0,0,261.75
2026-06-05,2026-06-30,5600.0,CE,58750,-6000,370,38.75
2026-06-05,2026-06-30,5600.0,PE,21375,-1000,17,351.7
2026-06-05,2026-06-30,5650.0,CE,20000,125,11,43.0
2026-06-05,2026-06-30,5650.0,PE,14125,-500,13,395.5
2026-06-05,2026-06-30,5700.0,CE,112625,9000,237,26.45
2026-06-05,2026-06-30,5700.0,PE,11500,0,1,435.0
2026-06-05,2026-06-30,5750.0,CE,19000,250,18,20.9
2026-06-05,2026-06-30,5750.0,PE,5500,0,0,432.95
